[INFO][2022-08-20T21:35:35]: [main] - PS-Shodan v1.1 started at 2022-08-20T21:35:35
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\Desktop\PS-Shodan\PS-Shodan-LOG.log' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_folder_exists] - Folder 'C:\Users\db\AppData\Roaming\PS-Shodan' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_folder_exists] - Folder 'C:\Users\db\AppData\Roaming\PS-Shodan\targets' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\apikey.txt' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\iplist.txt' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\domains.txt' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\HOSTS.txt' existing. 
[INFO][2022-08-20T21:35:35]: [PS-Shodan-Helper.ps1 - check_if_file_exists] - File 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\emailcredentials.txt' existing. 
[INFO][2022-08-20T21:35:35]: [check_API_key] - API key was already entered to 'C:\Users\db\AppData\Roaming\PS-Shodan\targets\apikey.txt'
